fecha;cod_municipio;municipio;cod_distrito;distrito;cod_barrio;barrio;num_personas;num_personas_hombres;num_personas_mujeres
1 de enero de 2024;28079;Madrid;3; Retiro;36;Niño Jesús;15.271;6.909;8.362
1 de enero de 2024;28079;Madrid;4; Salamanca;41;Recoletos;15.845;7.136;8.709
1 de enero de 2024;28079;Madrid;4; Salamanca;42;Goya;30.381;13.219;17.162
1 de enero de 2024;28079;Madrid;4; Salamanca;43;Fuente del Berro;21.449;9.433;12.016
1 de enero de 2024;28079;Madrid;4; Salamanca;44;Guindalera;42.905;19.531;23.374
1 de enero de 2024;28079;Madrid;4; Salamanca;45;Lista;21.506;9.315;12.191
1 de enero de 2024;28079;Madrid;4; Salamanca;46;Castellana;17.692;7.740;9.952
1 de enero de 2024;28079;Madrid;5; Chamartín;51;El Viso;17.545;7.917;9.628
1 de enero de 2024;28079;Madrid;5; Chamartín;52;Prosperidad;36.961;16.530;20.431
1 de enero de 2024;28079;Madrid;5; Chamartín;53;Ciudad Jardín;18.928;8.402;10.526
1 de enero de 2024;28079;Madrid;5; Chamartín;54;Hispanoamérica;32.014;14.453;17.561
1 de enero de 2024;28079;Madrid;5; Chamartín;55;Nueva España;25.043;11.312;13.731
1 de enero de 2024;28079;Madrid;5; Chamartín;56;Castilla;17.620;8.246;9.374
1 de enero de 2024;28079;Madrid;6; Tetuán;61;Bellas Vistas;30.531;14.018;16.513
1 de enero de 2024;28079;Madrid;6; Tetuán;62;Cuatro Caminos;35.723;16.020;19.703
1 de enero de 2024;28079;Madrid;6; Tetuán;63;Castillejos;21.256;9.619;11.637
1 de enero de 2024;28079;Madrid;6; Tetuán;64;Almenara;24.090;11.272;12.818
1 de enero de 2024;28079;Madrid;6; Tetuán;65;Valdeacederas;27.798;13.024;14.774
1 de enero de 2024;28079;Madrid;6; Tetuán;66;Berruguete;26.813;12.119;14.694
1 de enero de 2024;28079;Madrid;7; Chamberí;71;Gaztambide;23.533;10.421;13.112
1 de enero de 2024;28079;Madrid;7; Chamberí;72;Arapiles;24.931;11.111;13.820
1 de enero de 2024;28079;Madrid;7; Chamberí;73;Trafalgar;25.328;11.491;13.837
1 de enero de 2024;28079;Madrid;7; Chamberí;74;Almagro;19.992;8.841;11.151
1 de enero de 2024;28079;Madrid;7; Chamberí;75;Ríos Rosas;27.962;12.261;15.701
1 de enero de 2024;28079;Madrid;7; Chamberí;76;Vallehermoso;20.238;8.793;11.445
1 de enero de 2024;28079;Madrid;8; Fuencarral-El Pardo;81;El Pardo;3.460;1.729;1.731
1 de enero de 2024;28079;Madrid;8; Fuencarral-El Pardo;82;Fuentelarreina;3.498;1.591;1.907
1 de enero de 2024;28079;Madrid;8; Fuencarral-El Pardo;83;Peñagrande;44.844;20.857;23.987
1 de enero de 2024;28079;Madrid;8; Fuencarral-El Pardo;84;Pilar;46.543;21.173;25.370
1 de enero de 2024;28079;Madrid;8; Fuencarral-El Pardo;85;La Paz;32.343;15.008;17.335
1 de enero de 2024;28079;Madrid;8; Fuencarral-El Pardo;86;Valverde;66.870;31.990;34.880
1 de enero de 2024;28079;Madrid;8; Fuencarral-El Pardo;87;Mirasierra;36.744;17.679;19.065
1 de enero de 2024;28079;Madrid;8; Fuencarral-El Pardo;88;El Goloso;19.596;9.694;9.902
1 de enero de 2024;28079;Madrid;9; Moncloa-Aravaca;91;Casa de Campo;12.946;6.047;6.899
1 de enero de 2024;28079;Madrid;9; Moncloa-Aravaca;92;Argüelles;24.987;11.492;13.495
1 de enero de 2024;28079;Madrid;9; Moncloa-Aravaca;93;Ciudad Universitaria;16.876;7.835;9.041
1 de enero de 2024;28079;Madrid;9; Moncloa-Aravaca;94;Valdezarza;31.614;14.578;17.036
1 de enero de 2024;28079;Madrid;9; Moncloa-Aravaca;95;Valdemarín;7.451;3.491;3.960
1 de enero de 2024;28079;Madrid;9; Moncloa-Aravaca;96;El Plantío;3.156;1.467;1.689
1 de enero de 2024;28079;Madrid;9; Moncloa-Aravaca;97;Aravaca;28.193;13.211;14.982
1 de enero de 2024;28079;Madrid;10; Latina;101;Los Cármenes;18.423;8.757;9.666
1 de enero de 2024;28079;Madrid;10; Latina;102;Puerta del Ángel;45.513;21.325;24.188
1 de enero de 2024;28079;Madrid;10; Latina;103;Lucero;38.072;17.835;20.237
